title,ingredients_clean,instructions_clean,label
Chocolate Pecan Shortbread Cookies (Vegan + GF),12cupsalted vegan butter softenedwe usedmiyokos dairy butter would work if not vegandairyfree 13cupcane sugarensure organic for veganfriendly 12tspvanilla extract 1heaping cupmb 11 gf blend1 heaping cup  1 cup  2 tbsp  see notes for allpurpose flour 14tspsea salt 13cupdark chocolate finely choppedwe likehu kitchen simple 13cupraw pecans finely chopped,preheat the oven to 350 degrees f 176 c and line a baking sheet with parchment paper in a medium mixing bowl cream the softened butter with the sugar using anelectric hand mixeror a whisk plus some elbow grease until light and fluffy  about 1 minute add the vanilla extract and mix briefly to combine add the glutenfree flour blend along with the salt and mix until the dough comes together  it should be pale clumpy and soft when you touch it if its sticky add 12 tablespoons more flour add the chocolate and pecans and mix or stir to distribute place the dough onto a large piece of parchment paper or plastic wrap or wax paper and roll into a tight log 2 inches thick refrigerate for 30 minutes then using a sharp knife slice the cookies into slightly less than 12inch discs and place on the parchmentlined baking sheet they wont spread much at all so they should all fit on one baking sheet bake for 1417 minutes until the cookies look dry and are just starting to turn golden on the edges let cool for at least 10 minutes before enjoying leftover cookies keep for 23 days at room temperature or 1 month or longer in the freezer,dessert
Chocolate Pecan Shortbread Cookies (Vegan + GF),12cupsalted vegan butter softenedwe usedmiyokos dairy butter would work if not vegandairyfree 13cupcane sugarensure organic for veganfriendly 12tspvanilla extract 1heaping cupmb 11 gf blend1 heaping cup  1 cup  2 tbsp  see notes for allpurpose flour 14tspsea salt 13cupdark chocolate finely choppedwe likehu kitchen simple 13cupraw pecans finely chopped,preheat the oven to 350 degrees f 176 c and line a baking sheet with parchment paper in a medium mixing bowl cream the softened butter with the sugar using anelectric hand mixeror a whisk plus some elbow grease until light and fluffy  about 1 minute add the vanilla extract and mix briefly to combine add the glutenfree flour blend along with the salt and mix until the dough comes together  it should be pale clumpy and soft when you touch it if its sticky add 12 tablespoons more flour add the chocolate and pecans and mix or stir to distribute place the dough onto a large piece of parchment paper or plastic wrap or wax paper and roll into a tight log 2 inches thick refrigerate for 30 minutes then using a sharp knife slice the cookies into slightly less than 12inch discs and place on the parchmentlined baking sheet they wont spread much at all so they should all fit on one baking sheet bake for 1417 minutes until the cookies look dry and are just starting to turn golden on the edges let cool for at least 10 minutes before enjoying leftover cookies keep for 23 days at room temperature or 1 month or longer in the freezer,dessert
Garlic & Herb Breaded Delicata Squash,1mediumdelicata squash halved lengthwise seeds removed cut into 12inch slices1 squash yields 3 cups or 300 g sliced 13cuppanko breadcrumbsglutenfree as needed  orhomemade 2tbspfresh parsley very finely mincedoptionalfor a pop of color 1 ½tbspnutritional yeastparmesan cheese also works if not vegandairyfree 34tspdried rosemaryor sub fresh minced 1234tspsea salt 34tspgarlic powder 3tbspolive oil,preheat oven to 425 degrees f 218 c and line a baking sheet with parchment paper set nearby in a small mixing bowl combine the breadcrumbs parsley optional nutritional yeast rosemary salt and garlic powder stir until well combined then taste and adjust adding more salt as needed to a separate bowl add the olive oil place a slice of squash into the olive oil flip to evenly coat pick up and let excess oil drip off before dropping the squash into the breadcrumb mixture flip to evenly coat pressing lightly so the breading sticks add the breaded squash to the baking sheet and repeat with the remaining slices bake for 1416 minutes or until the breadcrumbs are golden brown and the squash is fork tender serve immediately best when fresh leftovers keep for 23 days in the refrigerator but note that the breadcrumbs will lose their crispiness not freezer friendly,entrée
Garlic & Herb Breaded Delicata Squash,1mediumdelicata squash halved lengthwise seeds removed cut into 12inch slices1 squash yields 3 cups or 300 g sliced 13cuppanko breadcrumbsglutenfree as needed  orhomemade 2tbspfresh parsley very finely mincedoptionalfor a pop of color 1 ½tbspnutritional yeastparmesan cheese also works if not vegandairyfree 34tspdried rosemaryor sub fresh minced 1234tspsea salt 34tspgarlic powder 3tbspolive oil,preheat oven to 425 degrees f 218 c and line a baking sheet with parchment paper set nearby in a small mixing bowl combine the breadcrumbs parsley optional nutritional yeast rosemary salt and garlic powder stir until well combined then taste and adjust adding more salt as needed to a separate bowl add the olive oil place a slice of squash into the olive oil flip to evenly coat pick up and let excess oil drip off before dropping the squash into the breadcrumb mixture flip to evenly coat pressing lightly so the breading sticks add the breaded squash to the baking sheet and repeat with the remaining slices bake for 1416 minutes or until the breadcrumbs are golden brown and the squash is fork tender serve immediately best when fresh leftovers keep for 23 days in the refrigerator but note that the breadcrumbs will lose their crispiness not freezer friendly,entrée
1-Bowl Cranberry Orange Scones (Vegan + GF),1 ¼cupalmond flourwe like wellbees 12cupoat flour 12cuppotato starch 3tbspcane sugar 1 ½tbsporange zest1 ½ or 2 large oranges yield 1 ½ tbsp  4 ½ tsp zest 2 ½tspbaking powder 1 ½tspflaxseed mealground flax seeds 14tspsea salt 14cupcold vegan butterwe likemiyokos dairy butter would also work if not vegan  or coconut oil thats scoopable  not liquid or frozen 14cuporange juice1 ½ large oranges yield 14 cup or 60 ml juice 12cupfresh or frozen whole cranberries,preheat your oven to 350 degrees f 176 c and line a baking sheet with parchment paper set aside to a large mixing bowl add almond flour oat flour potato starch cane sugar orange zest baking powder flaxseed meal and sea salt whisk together until fully incorporated use a pastry cutter fork or clean hands to cut the butter into the flour mixture until it resembles wet sand with some peasized pieces of butter remaining add the orange juice a little at a time while stirring with a wooden spoon the dough should not be crumbly and it should also not stick to your fingers if too dry keep mixing or add 1 tsp more orange juice at a time up to 1 tbsp more then add your cranberries and gently stir to distribute turn the dough out onto the prepared baking sheet and use your hands to form it into a disc about 34 to 1 inch in height use a knife to cut the circle into 6 even wedges then use a floured spatula to arrange the scones about 2 inches apart on the baking sheet sprinkle the tops with a bit more cane sugar for a sparkly finish and extra sweetness optional bake for 1820 minutes or until fluffy and light golden brown on the edges let cool slightly before enjoying these are delicious plain or spread with a little vegan butter note best within the first 2436 hours after baking the texture tends to become dried out after that once completely cooled store leftovers at room temperature in a wellsealed container for up to 3 days or in the freezer for up to 1 month you can also freeze the cut out scones and bake from frozen adding 35 extra minutes to the bake time as needed,plat
1-Bowl Cranberry Orange Scones (Vegan + GF),1 ¼cupalmond flourwe like wellbees 12cupoat flour 12cuppotato starch 3tbspcane sugar 1 ½tbsporange zest1 ½ or 2 large oranges yield 1 ½ tbsp  4 ½ tsp zest 2 ½tspbaking powder 1 ½tspflaxseed mealground flax seeds 14tspsea salt 14cupcold vegan butterwe likemiyokos dairy butter would also work if not vegan  or coconut oil thats scoopable  not liquid or frozen 14cuporange juice1 ½ large oranges yield 14 cup or 60 ml juice 12cupfresh or frozen whole cranberries,preheat your oven to 350 degrees f 176 c and line a baking sheet with parchment paper set aside to a large mixing bowl add almond flour oat flour potato starch cane sugar orange zest baking powder flaxseed meal and sea salt whisk together until fully incorporated use a pastry cutter fork or clean hands to cut the butter into the flour mixture until it resembles wet sand with some peasized pieces of butter remaining add the orange juice a little at a time while stirring with a wooden spoon the dough should not be crumbly and it should also not stick to your fingers if too dry keep mixing or add 1 tsp more orange juice at a time up to 1 tbsp more then add your cranberries and gently stir to distribute turn the dough out onto the prepared baking sheet and use your hands to form it into a disc about 34 to 1 inch in height use a knife to cut the circle into 6 even wedges then use a floured spatula to arrange the scones about 2 inches apart on the baking sheet sprinkle the tops with a bit more cane sugar for a sparkly finish and extra sweetness optional bake for 1820 minutes or until fluffy and light golden brown on the edges let cool slightly before enjoying these are delicious plain or spread with a little vegan butter note best within the first 2436 hours after baking the texture tends to become dried out after that once completely cooled store leftovers at room temperature in a wellsealed container for up to 3 days or in the freezer for up to 1 month you can also freeze the cut out scones and bake from frozen adding 35 extra minutes to the bake time as needed,plat
Easy Gluten-Free Cornbread (1 Bowl!),1cupdairyfree milkplain unsweetened  we used almond  if not dairyfree you can use dairy milk 12cupavocado oilor melted dairy or vegan butter 12cuphoneyor sub cane sugar 1largeegg 34cupmedium grind cornmeal 1 ¼cupmb 11 glutenfree flour blendif not glutenfree you can use allpurpose flour 1tbspbaking powderaluminumfree 34tspsea salt,preheat your oven to 400 degrees f 204 c line an 88inch metal baking dish with parchment paper and set aside to a medium mixing bowl add the dairyfree milk avocado oil or melted butter honey or cane sugar egg and cornmeal whisk together until smooth let this mixture sit for 10 minutes  this helps to soften the cornmeal after the 10 minutes is up add the glutenfree flour blend baking powder and sea salt whisk until smooth pour the batter into the prepared baking pan and shake gently to distribute to the edges andor smooth out the top with a rubber spatula bake for 2832 minutes until the center springs back when touched let cool for 10 minutes in the pan before transferring to a cooling rack and letting cool for at least another 10 minutes you can enjoy it warm but for best texture let cool fully before cutting best enjoyed the first day but leftovers can be cooled fully then kept in an airtight container at room temperature for 23 days in the refrigerator for 34 days or in the freezer for 1 month or longer defrost overnight in the refrigerator or at room temperature for 4 hours,entrée
Easy Gluten-Free Cornbread (1 Bowl!),1cupdairyfree milkplain unsweetened  we used almond  if not dairyfree you can use dairy milk 12cupavocado oilor melted dairy or vegan butter 12cuphoneyor sub cane sugar 1largeegg 34cupmedium grind cornmeal 1 ¼cupmb 11 glutenfree flour blendif not glutenfree you can use allpurpose flour 1tbspbaking powderaluminumfree 34tspsea salt,preheat your oven to 400 degrees f 204 c line an 88inch metal baking dish with parchment paper and set aside to a medium mixing bowl add the dairyfree milk avocado oil or melted butter honey or cane sugar egg and cornmeal whisk together until smooth let this mixture sit for 10 minutes  this helps to soften the cornmeal after the 10 minutes is up add the glutenfree flour blend baking powder and sea salt whisk until smooth pour the batter into the prepared baking pan and shake gently to distribute to the edges andor smooth out the top with a rubber spatula bake for 2832 minutes until the center springs back when touched let cool for 10 minutes in the pan before transferring to a cooling rack and letting cool for at least another 10 minutes you can enjoy it warm but for best texture let cool fully before cutting best enjoyed the first day but leftovers can be cooled fully then kept in an airtight container at room temperature for 23 days in the refrigerator for 34 days or in the freezer for 1 month or longer defrost overnight in the refrigerator or at room temperature for 4 hours,entrée
1-Pot Spicy Pumpkin Tomato Soup,1tbspolive coconut or avocado oilif avoiding oil sub water 1mediumlargewhite or yellow onion finely diced1 onion yields 2 cups or 300 g 2clovesgarlic minced 1 ½  2tbspminced fresh gingeradjust depending on how much you love ginger 1tspground cumin 1tspground coriander 1234tspground cayennestart with the lesser amount 14tspground allspiceoptionalbut recommended 115oz cancrushed or diced tomatoes 115oz canpumpkin puréeor sub 1 ½ cupshomemadein place of 1 can 114oz canlight or fullfat coconut milkfullfat for a richer soup  or subcashew cream 1cupwateror subvegetable broth 1tspsea saltplus more to taste  start with 34 tsp if using vegetable broth 34tspground black pepper freshly chopped cilantro chopped roasted cashewsor toasted raw cashews vegan naanorglutenfree naan,heat oil in a large pot over medium heat once hot add the onion and cook stirring occasionally until softened  about 5 minutes add the garlic ginger cumin coriander cayenne and allspice optional and cook stirring frequently until fragrant 12 minutes add the tomatoes pumpkin coconut milk broth or water salt and pepper and stir well to combine bring to a simmer cover reduce heat to low and simmer for 20 minutes to develop the flavors taste and adjust as needed adding more salt for overall flavor allspice for warmth or cayenne for heat we added the full amount but how much you add will depend on personal preference and the spiciness of your cayenne keep in mind the flavor will intensify the longer you cook it and after storing overnight at this point you can either enjoy it a little chunky purée with animmersion blenderfor a mostly smooth texture or transfer to aheatsafe blenderand blend until fully smooth and creamy all three options are delicious but if using diced tomatoes rather than crushed we recommend blending for a more cohesivebalanced tomato flavor divide between serving bowls and garnish with fresh cilantro and toasted cashews both optional its delicious served with naan orgrilled cheese sandwiches leftover soup keeps well stored in a sealed container in the refrigerator for 34 days or in the freezer for 1 month or longer,entrée
1-Pot Spicy Pumpkin Tomato Soup,1tbspolive coconut or avocado oilif avoiding oil sub water 1mediumlargewhite or yellow onion finely diced1 onion yields 2 cups or 300 g 2clovesgarlic minced 1 ½  2tbspminced fresh gingeradjust depending on how much you love ginger 1tspground cumin 1tspground coriander 1234tspground cayennestart with the lesser amount 14tspground allspiceoptionalbut recommended 115oz cancrushed or diced tomatoes 115oz canpumpkin puréeor sub 1 ½ cupshomemadein place of 1 can 114oz canlight or fullfat coconut milkfullfat for a richer soup  or subcashew cream 1cupwateror subvegetable broth 1tspsea saltplus more to taste  start with 34 tsp if using vegetable broth 34tspground black pepper freshly chopped cilantro chopped roasted cashewsor toasted raw cashews vegan naanorglutenfree naan,heat oil in a large pot over medium heat once hot add the onion and cook stirring occasionally until softened  about 5 minutes add the garlic ginger cumin coriander cayenne and allspice optional and cook stirring frequently until fragrant 12 minutes add the tomatoes pumpkin coconut milk broth or water salt and pepper and stir well to combine bring to a simmer cover reduce heat to low and simmer for 20 minutes to develop the flavors taste and adjust as needed adding more salt for overall flavor allspice for warmth or cayenne for heat we added the full amount but how much you add will depend on personal preference and the spiciness of your cayenne keep in mind the flavor will intensify the longer you cook it and after storing overnight at this point you can either enjoy it a little chunky purée with animmersion blenderfor a mostly smooth texture or transfer to aheatsafe blenderand blend until fully smooth and creamy all three options are delicious but if using diced tomatoes rather than crushed we recommend blending for a more cohesivebalanced tomato flavor divide between serving bowls and garnish with fresh cilantro and toasted cashews both optional its delicious served with naan orgrilled cheese sandwiches leftover soup keeps well stored in a sealed container in the refrigerator for 34 days or in the freezer for 1 month or longer,entrée
Cozy Curry Noodle Soup (Thai-Inspired),1tbspcoconut oilor olive or avocado oil 1largeshallot thinly sliced1 shallot yields 34 cup or 90 g  or sub onion 3tbspminced fresh ginger 4clovesgarlic minced4 cloves garlic yield 2 tbsp or 18 g 2tbspred or yellow curry pasteuse a flavorful brand  see notes  veganglutenfree as needed  we usedmikes curry love 121tspred pepper flakesdepending on heat preference and heat level of your curry paste 4cupsbroth of choicechickenorvegetable 114 ozcan light coconut milkor fullfat for a richer soup 2tbspcoconut aminosor tamari 1 ½lbboneless skinless chicken breasts or thighs cut into bitesized cubesor 14 oz extrafirm tofu cut into 12inch cubes 34cupschopped bok choywe used baby bok choy  2 small baby bok choy yield 34 cups or 225300 g  or sub broccoli florets or finely chopped carrots 2cupssliced mushroomscremini shiitake or white button all work  or sub bell pepper or green beans 1cupsnap peas ends trimmed cut into 1inch piecesoptional or sub frozen corn 12tbsplime juiceor lemon juice  12 lime yields 12 tbsp juice optional 8ozbrown rice noodlesor other pastanoodles of choice  we likeannie chuns pad thai noodles fresh mint andor cilantrooptional chopped roasted peanuts or cashewsoptional lime or lemon wedgesoptional,cook noodlespasta according to package instructions we like to addthese noodlesto a heatproof bowl and cover with boiling water for 45 minutes but this doesnt work with all types of noodles once tender rinse and set aside meanwhile heat oil in a large pot over medium heat once hot add shallot and cook for 12 minutes to soften add ginger garlic curry paste and red pepper flakes and sauté for 1 minute until fragrant add broth coconut milk and coconut aminos or tamari and bring to a simmer once simmering add the cubed chicken or tofu and cook for 5 minutes make sure its simmeringnot boiling or the chicken will get tough add the bok choy or broccoli or carrots and mushrooms or bell peppergreen beans and cook for another 34 minutes until tender once tender add the snap peas or corn and cook for 12 minutes more or until your snap peas reach your desired texture  we prefer our peas to stay a vibrant green and be a little crunchy taste the broth and adjust as needed adding lime juice for brightness we added 1 tbsp or 15 ml more coconut aminos or tamari for overall flavorsaltiness or more red pepper flakes for heat to serve divide noodles between serving bowls and ladle the soup over the top garnish with chopped mint or cilantro roasted peanuts or cashews or lime or lemon wedges all optional store any leftover soup and noodles separately in the refrigerator for up to 34 days or freeze the soup without noodles for up to 1 month,entrée
Cozy Curry Noodle Soup (Thai-Inspired),1tbspcoconut oilor olive or avocado oil 1largeshallot thinly sliced1 shallot yields 34 cup or 90 g  or sub onion 3tbspminced fresh ginger 4clovesgarlic minced4 cloves garlic yield 2 tbsp or 18 g 2tbspred or yellow curry pasteuse a flavorful brand  see notes  veganglutenfree as needed  we usedmikes curry love 121tspred pepper flakesdepending on heat preference and heat level of your curry paste 4cupsbroth of choicechickenorvegetable 114 ozcan light coconut milkor fullfat for a richer soup 2tbspcoconut aminosor tamari 1 ½lbboneless skinless chicken breasts or thighs cut into bitesized cubesor 14 oz extrafirm tofu cut into 12inch cubes 34cupschopped bok choywe used baby bok choy  2 small baby bok choy yield 34 cups or 225300 g  or sub broccoli florets or finely chopped carrots 2cupssliced mushroomscremini shiitake or white button all work  or sub bell pepper or green beans 1cupsnap peas ends trimmed cut into 1inch piecesoptional or sub frozen corn 12tbsplime juiceor lemon juice  12 lime yields 12 tbsp juice optional 8ozbrown rice noodlesor other pastanoodles of choice  we likeannie chuns pad thai noodles fresh mint andor cilantrooptional chopped roasted peanuts or cashewsoptional lime or lemon wedgesoptional,cook noodlespasta according to package instructions we like to addthese noodlesto a heatproof bowl and cover with boiling water for 45 minutes but this doesnt work with all types of noodles once tender rinse and set aside meanwhile heat oil in a large pot over medium heat once hot add shallot and cook for 12 minutes to soften add ginger garlic curry paste and red pepper flakes and sauté for 1 minute until fragrant add broth coconut milk and coconut aminos or tamari and bring to a simmer once simmering add the cubed chicken or tofu and cook for 5 minutes make sure its simmeringnot boiling or the chicken will get tough add the bok choy or broccoli or carrots and mushrooms or bell peppergreen beans and cook for another 34 minutes until tender once tender add the snap peas or corn and cook for 12 minutes more or until your snap peas reach your desired texture  we prefer our peas to stay a vibrant green and be a little crunchy taste the broth and adjust as needed adding lime juice for brightness we added 1 tbsp or 15 ml more coconut aminos or tamari for overall flavorsaltiness or more red pepper flakes for heat to serve divide noodles between serving bowls and ladle the soup over the top garnish with chopped mint or cilantro roasted peanuts or cashews or lime or lemon wedges all optional store any leftover soup and noodles separately in the refrigerator for up to 34 days or freeze the soup without noodles for up to 1 month,entrée
Chocolate Pecan Shortbread Cookies (Vegan + GF) (augmented),12cupsalted vegan butter softenedwe usedmiyokos dairy butter would work if not vegandairyfree 13cupcane sugarensure organic for veganfriendly 12tspvanilla extract 1heaping cupmb 11 gf blend1 heaping cupful 1 cup 2 tbsp see notes for allpurpose flour 14tspsea salt 13cupdark chocolate exquisitely choppedwe likehu kitchen simple 13cupraw pecans finely chopped,preheat the oven to 350 degrees f 176 c and line a baking bed sheet with parchment paper in a medium mixing bowl cream the softened butter with the sugar using anelectric hand mixeror a whisk plus some elbow grease until light and fluffy about 1 minute add the vanilla extract and mix briefly to combine add the glutenfree flour blend along with the salt and mix until the dough comes together it should be pale clumpy and soft when you touch it if its sticky add 12 tablespoons more flour add the chocolate and pecans and mix or stir to distribute place the dough onto a large piece of parchment paper or plastic wrap or wax paper and roll into a tight log 2 inches thick refrigerate for 30 minutes then using a sharp knife slice the cookies into slightly less than 12inch discs and place on the parchmentlined baking sheet they wont spread much at all so they should all fit on one baking sheet bake for 1417 minutes until the cookies look dry and comprise just starting to turn golden on the edges let cool for at least 10 minutes before enjoying leftover cookies keep for 23 days at room temperature or 1 month or longer in the freezer,dessert
Chocolate Pecan Shortbread Cookies (Vegan + GF) (augmented),12cupsalted vegan butter softenedwe usedmiyokos dairy butter would work if not vegandairyfree 13cupcane sugarensure organic for veganfriendly 12tspvanilla extract 1heaping cupmb 11 gf blend1 heaping transfuse 1 cup 2 tbsp see notes for allpurpose flour 14tspsea salt 13cupdark chocolate fine choppedwe likehu kitchen simple 13cupraw pecans finely chopped,preheat the oven to 350 degrees f 176 c and line a baking sheet with parchment paper in a medium mixing bowl cream the softened butter with the sugar using anelectric hand mixeror a whisk plus some elbow grease until light and fluffy about 1 minute add the vanilla extract and mix briefly to fuse add the glutenfree flour blend along with the salt and mix until the dough comes together it should be pale clumpy and soft when you touch it if its sticky add 12 tablespoons more flour add the chocolate and pecans and mix or stir to distribute place the dough onto a large piece of parchment paper or plastic wrap or wax paper and roll into a tight log 2 inches thick refrigerate for 30 minutes then using a sharp knife slice the cookies into slightly less than 12inch discs and place on the parchmentlined baking sheet they wont spread much at all hence they should all fit on one baking sheet bake for 1417 minutes until the cookies look dry and are just starting to turn golden on the edges let cool for at least 10 minutes before enjoying leftover cookies keep for 23 days at room temperature or 1 month or longer in the freezer,dessert
Chocolate Tahini Caramels (No Candy Thermometer!) (augmented),2tbspvegan butterwe likemiyokos dairy butter would also work if not vegandairyfree 13cupmaple syrup 1tspvanilla educe 12tspfine sea saltiness 23cuptahinicreamy drippy find our tahini reviewhere 1cupdark chocolate choppeduse less if drizzling vs dunking theyre delicious without chocolate too chocolate chips also work ensure dairyfree as needed flaky sea salt sesame seeds,line a loaf pan or another smallish rectangular container with parchment paper we used an 8 x 4inch loaf pan in a small saucepan combine the vegan butter maple syrup vanilla extract and sea salt dont add the tahini yet whisking almost constantly bring the mixture to a boil over medium heat and continue cooking for about 2 minutes it will be very foamy thats normal and good remove from heat add the tahini and whisk until well immix and thickened pour tahini mixture into the prepared pan and shake the pan to spread evenly place in the freezer for 12 hours until solidified the caramels will be a little tender but if too difficult to handle place back in the freezer for 30 minutes chocolate once the caramels are almost done chilling melt the chocolate place the chocolate into a small microwavable bowl and microwave in 30second intervals stirring in between to prevent burning until smooth and melted you can also melt on the stovetop by adding chocolate to a small glass or metal bowl and carefully placing it over 1 inch of simmering water in a small saucepan then stirring until melted set aside to cool slightly line a large plate or something similar that will fit in your freezer with parchment or wax paper and set nearby once the caramels have solidified cut into 1 inch pieces you can enjoy them plain but we like dunkingdrizzling in the chocolate working quickly so they dont get too soft and adding flaky sea salt and sesame seeds so cute after cutting and coating in chocolate place the caramels back in the freezer to chill for 3045 minutes for More firm caramels or in the refrigerator for 23 hours for soft caramels these caramels will melt at room temperature so they need to be kept in the freezer or refrigerator until ready to enjoy transfer to a sealed container where they will keep for 1 month or longer in the freezer or up to 2 weeks in the refrigerator,dessert
Chocolate Pot de Crème (with a Secret Ingredient!) (augmented),1mediumsweet potato cut into 1inch cubes1 medium Sweet potato is 23 lb and yields 2 cups or 300 M cubed and 1 cup or 200 g mashed 34cupdark chocolate chips meltedensure vegandairyfree as needed we likeenjoy life 13cupmaple syrup 18tspsea salt 1tspvanilla extract coconut whipped cream fresh berries shaved dark chocolate,place the peeled cubed sweet potato into asteamer basketover boiling water cover and steam until very soft it should be easy to poke with vitamin A fork about 1015 minutes meanwhile melt the umber chips by adding them to a small glass or metal bowl and carefully placing the bowl on top of a saucepan of simmering water heat stirring occasionally with a spatula or spoon until melted and no lumps remain about 5 minutes you can also melt them in a heatproof bowl in the microwave in 20second increments remove from heat mash the sweet potato measure out 1 cup 200 g of it adjust amount if altering the default number of servings and add it to ahighspeed blenderwith the maple syrup sea salt and vanilla extract you can use any extra sweet potato as asnackor freeze for adding tosmoothiesor other desserts blend on high until smooth and creamy next slowly drizzle in the melted chocolate and blend on high for at least 1 minute scraping down the sides a few times until the mixture is completely smooth it should look like silky melted chocolate divide the mixture into 4 small ramekins or glasses we like shallow wide dessert glasses likethese and gently shake the jarscups to even out the tops refrigerate for at least 1 hour before enjoying serve chilled on its own or topped with optionalcoconut whipped cream shaved dark chocolate andor fresh berries store any leftovers covered in the refrigerator for up to 45 days or in the freezer for 1 month or longer,dessert
Chocolate Pot de Crème (with a Secret Ingredient!) (augmented),1mediumsweet potato cut into 1inch cubes1 medium sweet potato is 23 lb and yields 2 cups or 300 g cubed and 1 cup or cc g mashed 34cupdark chocolate chips meltedensure vegandairyfree as needed we likeenjoy life 13cupmaple syrup 18tspsea salt 1tspvanilla extract coconut meat whipped cream fresh berries shaved dark chocolate,place the peeled cubed sweet potato into asteamer basketover boiling water cover and steam until very soft it should be easy to poke with a fork about 1015 minutes meanwhile melt the chocolate chips by adding them to a small glass or metal bowl and carefully placing the bowl on top of a saucepan of simmering water heat stirring occasionally with a spatula or spoon until melted and no lumps remain about 5 minutes you can also melt them in a heatproof bowl in the microwave in 20second increments remove from heat mash the sweet potato measure out 1 cup 200 g of it adjust amount if altering the default number of servings and add it to ahighspeed blenderwith the maple syrup sea salt and vanilla extract you can use any extra sweet potato as asnackor freeze for adding tosmoothiesor other afters blend on high until smooth and creamy next slowly drizzle in the melted chocolate and blend on high for at least 1 minute scraping down the sides a few times until the mixture is completely smooth it should look like silky melted chocolate divide the mixture into 4 small ramekins or glasses we like shallow wide dessert glasses likethese and gently shake the jarscups to even out the tops refrigerate for at least 1 hour before enjoying serve chilled on its own or topped with optionalcoconut strap cream shaved dark chocolate andor fresh berries store any leftovers covered in the refrigerator for up to 45 days or in the freezer for 1 month or longer,dessert
No-Bake Vegan Chocolate Cheesecake Cups (5 Minutes!) (augmented),1heaping cuporeostyle cookiesensure veganglutenfree a needed homemadeorstorebought include the cream filling 1 ½cupsraw cashews 341cupplain unsweetened coconut yogurtor storebought we like culina cocojune and coyo 13cupmaple syrup 23tsplemon juicefreshly squeezed 18heaped tspsea salt 12cupdark chocolate chips meltedensure vegandairyfree as needed we likeenjoy life or manipulation bittersweet chocolate chips if you prefer less sweetness fresh raspberriesoreasy raspberry compote,if youre serving with the raspberry compote begin preparing it at this time usingthis recipe set aside crust optional place the chocolate cookies in ahighspeed blenderand pulse a few times until no large pieces remain divide the crushed cookie crumbs evenly between 6 oz jars or glasses adding 23 tablespoons of cookie crumbs per container rinse your blender if necessary cheesecake melt the chocolate chips in a heatproof bowl in the microwave in 15second increments you can also do this on the stovetop by adding the chocolate chips to a small glass or metal bowl and carefully placing the bowl on top of a saucepan with simmering water heat stirring occasionally with a spatula or spoon until melted 5 minutes to the rinsed highspeed blender add cashews coconut yogurt starting with the less amount maple syrup lemon juice and salt and blend on high for 12 minutes using the tamper to mix and scraping down the sides and underneath the blades as needed if the mixture is having trouble blending you can add the melted chocolate in now you just dont want to add it to very cold ingredients because it can cause the mixture to seize up otherwise blend until smooth before adding the melted chocolate if its still struggling to blend you can add more coconut yogurt maple syrup or lemon juice taste and adjust as needed adding more coconut yogurt for fluffiness maple syrup for sweetness or lemon juice for a tangy cheesecake flavor to assemble your cheesecake cups top the cookie crumb layer in each jarglass with 14 cup of the cheesecake mixture and 1 tbsp of the raspberry compote if using serve at room temperature or refrigerate for 30 minutes to 1 hour before serving our preference the filling will thicken as it cools when ready to serve top the cheesecake with fresh raspberries if not admit the raspberry compote store covered cheesecakes in the refrigerator for up to 23 days or in the freezer for up to 1 month if not enjoying them within a few hours we suggest adding the berries right before serving if frozen let thaw before enjoying the texture will be slightly less creamy after freezing but still very delicious,dessert
No-Bake Vegan Chocolate Cheesecake Cups (5 Minutes!) (augmented),1heaping cuporeostyle cookiesensure veganglutenfree as needed homemadeorstorebought let in the cream filling 1 ½cupsraw cashews 341cupplain unsweetened coconut yogurtor storebought we like culina cocojune and coyo 13cupmaple sirup 23tsplemon juicefreshly squeezed 18heaped tspsea salt 12cupdark chocolate chips meltedensure vegandairyfree as needed we likeenjoy life or use bittersweet chocolate chips if you prefer less sweetness fresh raspberriesoreasy raspberry compote,if youre serving with the raspberry compote begin preparing it at this time usingthis recipe set aside crust optional place the drinking chocolate cookies in ahighspeed blenderand pulse a few times until no large pieces remain split up the crushed cookie crumbs evenly between 6 oz jars or glasses adding 23 tablespoons of cookie crumbs per container rinse your blender if necessary cheesecake melt the chocolate chips in a heatproof bowl in the microwave in 15second increments you can also do this on the stovetop by adding the chocolate chips to a small glass or metal bowl and carefully placing the bowl on top of a saucepan with simmering water heat stirring occasionally with a spatula or spoon until melted 5 minutes to the rinsed highspeed blender add cashews coconut yogurt starting with the lesser amount maple syrup lemon juice and salt and blend on high for 12 minutes using the tamper to mix and scraping down the sides and underneath the blades as needed if the mixture is having trouble blending you can add the melted chocolate in now you just dont want to add it to very cold ingredients because it can cause the mixture to seize up otherwise blend until smooth before adding the melted chocolate if its still struggling to blend you can add more coconut yogurt maple syrup or lemon juice taste and adjust as needed adding more coconut yogurt for fluffiness maple syrup for sweetness or lemon juice for a tangy cheesecake flavor to assemble your cheesecake cups top the cookie crumb layer in each jarglass with 14 cup of the cheesecake mixture and 1 tbsp of the raspberry compote if using serve at room temperature or refrigerate for 30 minutes to 1 hour before serving our preference the filling will thicken as it cools when ready to serve top the cheesecake with fresh raspberries if not including the raspberry compote store covered cheesecakes in the refrigerator for up to 23 days or in the freezer for up to 1 month if not enjoying them within a few hours we suggest adding the berries right before serving if frozen let thaw before enjoying the texture will be slightly less creamy after freezing but still very delicious,dessert
