title,url,ingredients,instructions
Gluten-Free Lemon Poppy Seed Muffins (Vegan),https://minimalistbaker.com/gluten-free-lemon-poppy-seed-muffins-vegan/,"['2/3cupcane sugar*(ensure organic for vegan-friendly)', '1/3cupsoftened vegan butter(we usedMiyoko’s)', '3Tbsplemon zest(4-5 lemons yield ~3 Tbsp zest)', '1/4cupapplesauce(unsweetened)', '1/4cuplemon juice', '1tspvanilla extract', '1cupalmond flour(we like Wellbee’s)', '1/2cupdairy-free milk(plain, unsweetened // we used almond milk)', '1 ¼cupMB 1:1 GF Blend(or all-purpose flour if not GF // see notes for other options)', '1 ½tspbaking powder', '1/4tspbaking soda', '1/4tspsea salt', '1 ½Tbsppoppy seeds']","['Preheat your oven to 350 degrees F (176 C) and line a standard muffin tin with 12 muffin liners (we likethese), or lightly grease.', 'To a medium mixing bowl (or the bowl of a stand mixer), add the cane sugar, softened vegan butter, and lemon zest. Mix with an electric stand mixer orhandheld mixeruntil light and fluffy, about 2 minutes.', 'Next add applesauce, lemon juice, and vanilla extract and beat on medium until well combined and slightly fluffy. The mixture may look curdled, which is fine. This will sort itself out in the next step!', 'Now add almond flour and beat until smooth and well incorporated. Next add in the milk and mix on low until fully combined. Finally, add the gluten-free flour blend, baking powder, baking soda, sea salt, and poppy seeds. Mix on medium until light and fluffy with the poppy seeds evenly distributed.', 'Divide the batter evenly between the 12 muffin liners and bake for 30-34 minutes, until lightly golden on the edges. When a toothpick is inserted into a muffin it should come out almost clean with just a crumb or two left behind. For the best possible texture, let the muffins cool completely before enjoying.', 'Best when fresh, but they can be stored at room temperature in an airtight container for up to 3 days or in the freezer for up to 1 month.']"
Gluten-Free Lemon Poppy Seed Muffins (Vegan),https://minimalistbaker.com/gluten-free-lemon-poppy-seed-muffins-vegan/,"['2/3cupcane sugar*(ensure organic for vegan-friendly)', '1/3cupsoftened vegan butter(we usedMiyoko’s)', '3Tbsplemon zest(4-5 lemons yield ~3 Tbsp zest)', '1/4cupapplesauce(unsweetened)', '1/4cuplemon juice', '1tspvanilla extract', '1cupalmond flour(we like Wellbee’s)', '1/2cupdairy-free milk(plain, unsweetened // we used almond milk)', '1 ¼cupMB 1:1 GF Blend(or all-purpose flour if not GF // see notes for other options)', '1 ½tspbaking powder', '1/4tspbaking soda', '1/4tspsea salt', '1 ½Tbsppoppy seeds']","['Preheat your oven to 350 degrees F (176 C) and line a standard muffin tin with 12 muffin liners (we likethese), or lightly grease.', 'To a medium mixing bowl (or the bowl of a stand mixer), add the cane sugar, softened vegan butter, and lemon zest. Mix with an electric stand mixer orhandheld mixeruntil light and fluffy, about 2 minutes.', 'Next add applesauce, lemon juice, and vanilla extract and beat on medium until well combined and slightly fluffy. The mixture may look curdled, which is fine. This will sort itself out in the next step!', 'Now add almond flour and beat until smooth and well incorporated. Next add in the milk and mix on low until fully combined. Finally, add the gluten-free flour blend, baking powder, baking soda, sea salt, and poppy seeds. Mix on medium until light and fluffy with the poppy seeds evenly distributed.', 'Divide the batter evenly between the 12 muffin liners and bake for 30-34 minutes, until lightly golden on the edges. When a toothpick is inserted into a muffin it should come out almost clean with just a crumb or two left behind. For the best possible texture, let the muffins cool completely before enjoying.', 'Best when fresh, but they can be stored at room temperature in an airtight container for up to 3 days or in the freezer for up to 1 month.']"
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=gluten-free,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=vegan,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=vegetarian,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=dairy-free,[],[]
Italian Lentil Soup (Zuppa di Lenticchie),https://minimalistbaker.com/italian-lentil-soup-zuppa-di-lenticchie/,"['3Tbspolive oil', '1smallyellow onion, finely diced(1 small onion yields ~1 ½ cups or 180 g)', '1mediumcarrot, finely diced(1 carrot yields ~1/2 cup or 90 g)', '2large stalkscelery, finely diced(2 stalks yield ~1/2 cup or 70 g // or sub 1/4 tsp fennel seeds)', '4medium clovesgarlic,pressedor finely minced', '1/2-3/4tspsea salt', '1/4tspground black pepper', '1/4tspred pepper flakes', '1cupdry lentils(green or brown, not red)', '4-5cupswater(or subveggieorbone brothand omit/reduce salt)', 'Olive oil(traditionally drizzled on top)', 'Fresh parsley', 'Vegan parmesan cheese', 'Vegan garlic bread(ordinner rolls//gluten-freeas needed)']","['Heat oil in a large pot orDutch ovenover medium-low heat. Once warm, add the onions and toss to coat them in the oil. Cook for 3-5 minutes, stirring occasionally, until translucent. Add the carrots, celery, garlic, salt, black pepper, and red pepper flakes. Cook, stirring occasionally, for about 10 minutes total, until most of the oil is absorbed and things are just beginning to brown and caramelize.', 'Add the dry lentils and toss well to coat them in oil and combine with the veggies, then add the water (starting with the lesser amount) and mix well. Bring to a boil, then reduce to a simmer, cover, and cook for 15-20 minutes, until the lentils are tender and the soup is thicker. Stir occasionally to ensure even cooking of the lentils, and add more water as needed to keep the lentils covered (and achieve a more brothy soup, if desired!).', 'Serve warm garnished with a drizzle of olive oil, freshly chopped parsley, and/or vegan parmesan cheese (all optional)! Delicious served with rolls or garlic bread. Leftovers keep well in the refrigerator for 3-4 days or in the freezer for 1 month (or longer).']"
Italian Lentil Soup (Zuppa di Lenticchie),https://minimalistbaker.com/italian-lentil-soup-zuppa-di-lenticchie/,"['3Tbspolive oil', '1smallyellow onion, finely diced(1 small onion yields ~1 ½ cups or 180 g)', '1mediumcarrot, finely diced(1 carrot yields ~1/2 cup or 90 g)', '2large stalkscelery, finely diced(2 stalks yield ~1/2 cup or 70 g // or sub 1/4 tsp fennel seeds)', '4medium clovesgarlic,pressedor finely minced', '1/2-3/4tspsea salt', '1/4tspground black pepper', '1/4tspred pepper flakes', '1cupdry lentils(green or brown, not red)', '4-5cupswater(or subveggieorbone brothand omit/reduce salt)', 'Olive oil(traditionally drizzled on top)', 'Fresh parsley', 'Vegan parmesan cheese', 'Vegan garlic bread(ordinner rolls//gluten-freeas needed)']","['Heat oil in a large pot orDutch ovenover medium-low heat. Once warm, add the onions and toss to coat them in the oil. Cook for 3-5 minutes, stirring occasionally, until translucent. Add the carrots, celery, garlic, salt, black pepper, and red pepper flakes. Cook, stirring occasionally, for about 10 minutes total, until most of the oil is absorbed and things are just beginning to brown and caramelize.', 'Add the dry lentils and toss well to coat them in oil and combine with the veggies, then add the water (starting with the lesser amount) and mix well. Bring to a boil, then reduce to a simmer, cover, and cook for 15-20 minutes, until the lentils are tender and the soup is thicker. Stir occasionally to ensure even cooking of the lentils, and add more water as needed to keep the lentils covered (and achieve a more brothy soup, if desired!).', 'Serve warm garnished with a drizzle of olive oil, freshly chopped parsley, and/or vegan parmesan cheese (all optional)! Delicious served with rolls or garlic bread. Leftovers keep well in the refrigerator for 3-4 days or in the freezer for 1 month (or longer).']"
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=gluten-free,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=vegan,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=vegetarian,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=dairy-free,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=refined-sugar-free,[],[]
Chocolate Pot de Crème (with a Secret Ingredient!),https://minimalistbaker.com/chocolate-pot-de-creme-sweet-potato/,"['1mediumsweet potato, cut into 1-inch cubes(1 medium sweet potato is ~2/3 lb and yields ~2 cups or 300 g cubed and 1 cup or 200 g mashed)', '3/4cupdark chocolate chips, melted(ensure vegan/dairy-free as needed // we likeEnjoy Life)', '1/3cupmaple syrup', '1/8tspsea salt', '1tspvanilla extract', 'Coconut whipped cream', 'Fresh berries', 'Shaved dark chocolate']","['Place the peeled, cubed sweet potato into asteamer basketover boiling water, cover, and steam until very soft (it should be easy to poke with a fork), about 10-15 minutes.', 'Meanwhile, melt the chocolate chips by adding them to a small glass or metal bowl and carefully placing the bowl on top of a saucepan of simmering water. Heat, stirring occasionally with a spatula or spoon, until melted and no lumps remain, about 5 minutes. You can also melt them in a heat-proof bowl in the microwave in 20-second increments. Remove from heat.', 'Mash the sweet potato, measure out 1 cup (200 g) of it (adjust amount if altering the default number of servings), and add it to ahigh-speed blenderwith the maple syrup, sea salt, and vanilla extract. You can use any extra sweet potato as asnackor freeze for adding tosmoothiesor other desserts. Blend on high until smooth and creamy.', 'Next, slowly drizzle in the melted chocolate and blend on high for at least 1 minute, scraping down the sides a few times, until the mixture is completely smooth. It should look like silky melted chocolate.', 'Divide the mixture into 4 small ramekins or glasses (we like shallow, wide dessert glasses likethese) and gently shake the jars/cups to even out the tops. Refrigerate for at least 1 hour before enjoying!', 'Serve chilled on its own or topped with optionalcoconut whipped cream, shaved dark chocolate, and/or fresh berries.', 'Store any leftovers covered in the refrigerator for up to 4-5 days or in the freezer for 1 month (or longer).']"
Chocolate Pot de Crème (with a Secret Ingredient!),https://minimalistbaker.com/chocolate-pot-de-creme-sweet-potato/,"['1mediumsweet potato, cut into 1-inch cubes(1 medium sweet potato is ~2/3 lb and yields ~2 cups or 300 g cubed and 1 cup or 200 g mashed)', '3/4cupdark chocolate chips, melted(ensure vegan/dairy-free as needed // we likeEnjoy Life)', '1/3cupmaple syrup', '1/8tspsea salt', '1tspvanilla extract', 'Coconut whipped cream', 'Fresh berries', 'Shaved dark chocolate']","['Place the peeled, cubed sweet potato into asteamer basketover boiling water, cover, and steam until very soft (it should be easy to poke with a fork), about 10-15 minutes.', 'Meanwhile, melt the chocolate chips by adding them to a small glass or metal bowl and carefully placing the bowl on top of a saucepan of simmering water. Heat, stirring occasionally with a spatula or spoon, until melted and no lumps remain, about 5 minutes. You can also melt them in a heat-proof bowl in the microwave in 20-second increments. Remove from heat.', 'Mash the sweet potato, measure out 1 cup (200 g) of it (adjust amount if altering the default number of servings), and add it to ahigh-speed blenderwith the maple syrup, sea salt, and vanilla extract. You can use any extra sweet potato as asnackor freeze for adding tosmoothiesor other desserts. Blend on high until smooth and creamy.', 'Next, slowly drizzle in the melted chocolate and blend on high for at least 1 minute, scraping down the sides a few times, until the mixture is completely smooth. It should look like silky melted chocolate.', 'Divide the mixture into 4 small ramekins or glasses (we like shallow, wide dessert glasses likethese) and gently shake the jars/cups to even out the tops. Refrigerate for at least 1 hour before enjoying!', 'Serve chilled on its own or topped with optionalcoconut whipped cream, shaved dark chocolate, and/or fresh berries.', 'Store any leftovers covered in the refrigerator for up to 4-5 days or in the freezer for 1 month (or longer).']"
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=gluten-free,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=vegan,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=vegetarian,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=dairy-free,[],[]
1-Bowl Banana Chocolate Pecan Muffins (Vegan + GF),https://minimalistbaker.com/banana-chocolate-pecan-muffins-vegan-gf/,"['2Tbspflaxseed meal(to make flax egg*)', '1/4cupwater(to make flax egg*)', '2mediumripe bananas(2 bananas yield ~3/4 cup or 210 g mashed)', '1/2cupmaple syrup(or agave nectar)', '1/4cupavocado oil, melted coconut oil, or vegan butter', '1 ½tspbaking soda', '1tspvanilla extract', '1/2tspsea salt', '1cupMB 1:1 GF Blend(or other GF blend or all-purpose flour — see notes*)', '1cupalmond flour(or almond meal)', '2/3cupraw pecans, roughly chopped(or sub walnuts)', '2/3cupdark chocolate chips(plus more for topping // ensure vegan/dairy-free as needed // we likeEnjoy Life)']","['Preheat the oven to 350 degrees F (176 C) and lightly grease a standard-size muffin tin or add paper liners. Set aside.', 'To a large mixing bowl, add flaxseed meal and water. Let sit for 5 minutes to thicken — these are your flax eggs.', 'Add the bananas and mash together with a fork or potato masher until mostly smooth.', 'Add the maple syrup, oil, baking soda, vanilla, and sea salt. Whisk for about 30 seconds until well combined.', 'Add the gluten-free flour blend and almond flour (or almond meal). Stir with a wooden spoon or spatula until just combined. Fold in the pecans and chocolate chips.', 'Divide the batter evenly among muffin tins, filling almost to the tops. Optionally, top with a few sprinkles of chocolate chips.', 'Bake for 25-28 minutes or until the tops are golden brown and a toothpick inserted comes out clean.', 'Let cool for 5 minutes in the muffin tin, then gently remove and let cool completely on a cooling rack.', 'Once cooled, store in a covered container at room temperature for 3-4 days, in the refrigerator for 1 week, or in the freezer for up to 1 month.']"
1-Bowl Banana Chocolate Pecan Muffins (Vegan + GF),https://minimalistbaker.com/banana-chocolate-pecan-muffins-vegan-gf/,"['2Tbspflaxseed meal(to make flax egg*)', '1/4cupwater(to make flax egg*)', '2mediumripe bananas(2 bananas yield ~3/4 cup or 210 g mashed)', '1/2cupmaple syrup(or agave nectar)', '1/4cupavocado oil, melted coconut oil, or vegan butter', '1 ½tspbaking soda', '1tspvanilla extract', '1/2tspsea salt', '1cupMB 1:1 GF Blend(or other GF blend or all-purpose flour — see notes*)', '1cupalmond flour(or almond meal)', '2/3cupraw pecans, roughly chopped(or sub walnuts)', '2/3cupdark chocolate chips(plus more for topping // ensure vegan/dairy-free as needed // we likeEnjoy Life)']","['Preheat the oven to 350 degrees F (176 C) and lightly grease a standard-size muffin tin or add paper liners. Set aside.', 'To a large mixing bowl, add flaxseed meal and water. Let sit for 5 minutes to thicken — these are your flax eggs.', 'Add the bananas and mash together with a fork or potato masher until mostly smooth.', 'Add the maple syrup, oil, baking soda, vanilla, and sea salt. Whisk for about 30 seconds until well combined.', 'Add the gluten-free flour blend and almond flour (or almond meal). Stir with a wooden spoon or spatula until just combined. Fold in the pecans and chocolate chips.', 'Divide the batter evenly among muffin tins, filling almost to the tops. Optionally, top with a few sprinkles of chocolate chips.', 'Bake for 25-28 minutes or until the tops are golden brown and a toothpick inserted comes out clean.', 'Let cool for 5 minutes in the muffin tin, then gently remove and let cool completely on a cooling rack.', 'Once cooled, store in a covered container at room temperature for 3-4 days, in the refrigerator for 1 week, or in the freezer for up to 1 month.']"
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=gluten-free,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=vegan,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=vegetarian,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=dairy-free,[],[]
Creamy Vegan White Bean Chili,https://minimalistbaker.com/creamy-vegan-white-bean-chili/,"['2cupswater*', '2/3cupraw cashews*', '2Tbspolive oil(or avocado oil)', '1cupdiced white or yellow onion(1 medium onion yields ~1 cup or 130 g)', '4clovesgarlic, minced', '1tspground cumin', '3/4-1tspsea salt', '1/4tspblack pepper', '1pinchcayenne(plus more to taste)', '2(4-oz.) cansdiced green chiles(we used hot // or sub 1/2 cup diced fresh roasted hatch chiles)', '3(15-oz.) canswhite beans, drained and rinsed(we like cannellini // or sub ~4 ½ cupshomemade)', '1cupfrozen corn(or sub drained and rinsed canned corn)', '2cupsbaby spinach, baby kale, or chopped kale', 'Perfect Vegan Cornbread(orgluten-free)', 'Freshly chopped cilantro', 'Thinly sliced green onion', 'Hot sauce']","['CASHEW MILK: To ahigh-speed blender, add water and cashews. Blend on high until smooth and creamy (~1-2 minutes). Set aside.', 'Heat a large pot over medium heat. Once hot, add olive oil, onions, and garlic. Cook until the onions are soft and translucent, about 5 minutes.', 'Add the cumin, sea salt (starting with the lesser amount), black pepper, and cayenne. Cook for 1 more minute, until fragrant.', 'Add the green chiles, drained and rinsed beans, and corn. Stir to combine.', 'Stir in the cashew milk and bring the mixture to a light boil. Lower the heat to low and simmer for 10 minutes, until thickened, stirring occasionally. If the chili gets too thick, you can add water or dairy-free milk as needed.', 'Once the 10 minutes is up, taste and adjust as needed, adding more salt for overall flavor or cayenne for heat. Once the chili is done cooking, remove it from the heat and add in your desired greens. Stir to wilt.', 'Serve warm with cornbread, cilantro, green onions, and/or hot sauce (all optional).', 'Leftover soup will keep in an airtight container in the refrigerator for up to 3-4 days or in the freezer for 1 month (or longer). Reheat in the microwave or on the stovetop until hot, adding water to thin as needed.']"
Creamy Vegan White Bean Chili,https://minimalistbaker.com/creamy-vegan-white-bean-chili/,"['2cupswater*', '2/3cupraw cashews*', '2Tbspolive oil(or avocado oil)', '1cupdiced white or yellow onion(1 medium onion yields ~1 cup or 130 g)', '4clovesgarlic, minced', '1tspground cumin', '3/4-1tspsea salt', '1/4tspblack pepper', '1pinchcayenne(plus more to taste)', '2(4-oz.) cansdiced green chiles(we used hot // or sub 1/2 cup diced fresh roasted hatch chiles)', '3(15-oz.) canswhite beans, drained and rinsed(we like cannellini // or sub ~4 ½ cupshomemade)', '1cupfrozen corn(or sub drained and rinsed canned corn)', '2cupsbaby spinach, baby kale, or chopped kale', 'Perfect Vegan Cornbread(orgluten-free)', 'Freshly chopped cilantro', 'Thinly sliced green onion', 'Hot sauce']","['CASHEW MILK: To ahigh-speed blender, add water and cashews. Blend on high until smooth and creamy (~1-2 minutes). Set aside.', 'Heat a large pot over medium heat. Once hot, add olive oil, onions, and garlic. Cook until the onions are soft and translucent, about 5 minutes.', 'Add the cumin, sea salt (starting with the lesser amount), black pepper, and cayenne. Cook for 1 more minute, until fragrant.', 'Add the green chiles, drained and rinsed beans, and corn. Stir to combine.', 'Stir in the cashew milk and bring the mixture to a light boil. Lower the heat to low and simmer for 10 minutes, until thickened, stirring occasionally. If the chili gets too thick, you can add water or dairy-free milk as needed.', 'Once the 10 minutes is up, taste and adjust as needed, adding more salt for overall flavor or cayenne for heat. Once the chili is done cooking, remove it from the heat and add in your desired greens. Stir to wilt.', 'Serve warm with cornbread, cilantro, green onions, and/or hot sauce (all optional).', 'Leftover soup will keep in an airtight container in the refrigerator for up to 3-4 days or in the freezer for 1 month (or longer). Reheat in the microwave or on the stovetop until hot, adding water to thin as needed.']"
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=gluten-free,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=vegan,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=vegetarian,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=dairy-free,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=refined-sugar-free,[],[]
Easy Winter Fruit Salad (1 Bowl!),https://minimalistbaker.com/easy-winter-fruit-salad/,"['2mediumoranges, segmented/supremed and cut into 1/2-1-inch pieces(see instructions)', '1smallhoneycrisp apple, cut into 1/2-1-inch pieces(or another sweet, crunchy variety like Fuji)', '2firm, just-ripekiwis, peeled and cut into 1/2-inch pieces', '1Tbsplime juice(or lemon, but we find lime adds more flavor)', '1Tbsphoney(or maple syrup if vegan)', '1/3cuppomegranate arils(learn the best way to cut a pomegranatehere)', '1-2Tbspfreshly chopped mint leaves']","['ORANGE: To segment an orange, place it on a cutting board and use a sharp knife to cut off the top and bottom, removing the peel and pith so the fruit is exposed. Then set one of the flat sides on the cutting board and cut off the remaining peel and pith, rotating the orange as you go. Cradle the peeled orange in your non-dominant hand and carefully cut in a rocking motion just inside the membranes, creating slices. The seeds and membranes will no longer be attached to the slices. Once you have segmented slices, cut the slices into ~1/2-1-inch pieces for the salad.', 'Alternatively, if using a seedless orange, instead of cutting into segments, you can place the peeled orange on the cutting board, cut it in half, then thinly slice and cut into bite-sized triangles.', 'APPLE: We like to leave the peel on for ease and fiber! Cut the apple into ~1-inch slices, remove the core, and then cut into 1/2-1-inch pieces.', 'KIWI: Slice off the ends from the kiwi, then place one of the cut ends on the cutting board and carefully slice off the peel. Cut the kiwi into 1/2-1-inch pieces.', 'To a mixing bowl or serving platter, add the chopped orange segments, apple, and kiwi. Add lime juice and honey and toss gently until evenly coated and no clumps of honey remain.', 'Garnish with pomegranate arils and/or chopped mint (both optional, but SO pretty!).', 'Best when fresh. Leftover salad (without the mint) will keep in the refrigerator for 2-3 days as the citrus helps prevent the apple from browning. The mint turns brown within 24 hours and is best added just before serving.']"
Easy Winter Fruit Salad (1 Bowl!),https://minimalistbaker.com/easy-winter-fruit-salad/,"['2mediumoranges, segmented/supremed and cut into 1/2-1-inch pieces(see instructions)', '1smallhoneycrisp apple, cut into 1/2-1-inch pieces(or another sweet, crunchy variety like Fuji)', '2firm, just-ripekiwis, peeled and cut into 1/2-inch pieces', '1Tbsplime juice(or lemon, but we find lime adds more flavor)', '1Tbsphoney(or maple syrup if vegan)', '1/3cuppomegranate arils(learn the best way to cut a pomegranatehere)', '1-2Tbspfreshly chopped mint leaves']","['ORANGE: To segment an orange, place it on a cutting board and use a sharp knife to cut off the top and bottom, removing the peel and pith so the fruit is exposed. Then set one of the flat sides on the cutting board and cut off the remaining peel and pith, rotating the orange as you go. Cradle the peeled orange in your non-dominant hand and carefully cut in a rocking motion just inside the membranes, creating slices. The seeds and membranes will no longer be attached to the slices. Once you have segmented slices, cut the slices into ~1/2-1-inch pieces for the salad.', 'Alternatively, if using a seedless orange, instead of cutting into segments, you can place the peeled orange on the cutting board, cut it in half, then thinly slice and cut into bite-sized triangles.', 'APPLE: We like to leave the peel on for ease and fiber! Cut the apple into ~1-inch slices, remove the core, and then cut into 1/2-1-inch pieces.', 'KIWI: Slice off the ends from the kiwi, then place one of the cut ends on the cutting board and carefully slice off the peel. Cut the kiwi into 1/2-1-inch pieces.', 'To a mixing bowl or serving platter, add the chopped orange segments, apple, and kiwi. Add lime juice and honey and toss gently until evenly coated and no clumps of honey remain.', 'Garnish with pomegranate arils and/or chopped mint (both optional, but SO pretty!).', 'Best when fresh. Leftover salad (without the mint) will keep in the refrigerator for 2-3 days as the citrus helps prevent the apple from browning. The mint turns brown within 24 hours and is best added just before serving.']"
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=gluten-free,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=vegetarian,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=dairy-free,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=refined-sugar-free,[],[]
Chocolate Tahini Caramels (No Candy Thermometer!),https://minimalistbaker.com/chocolate-tahini-caramels-no-candy-thermometer/,"['2Tbspvegan butter(we likeMiyoko’s// dairy butter would also work if not vegan/dairy-free)', '1/3cupmaple syrup', '1tspvanilla extract', '1/2tspfine sea salt', '2/3cuptahini(creamy, drippy // find our tahini reviewhere)', '1cupdark chocolate, chopped(use less if drizzling vs. dunking // they’re delicious without chocolate, too! // chocolate chips also work, ensure dairy-free as needed)', 'Flaky sea salt', 'Sesame seeds']","['Line a loaf pan (or another small-ish rectangular container) with parchment paper. We used an 8 x 4-inch loaf pan.', 'In a small saucepan, combine the vegan butter, maple syrup, vanilla extract, and sea salt (don’t add the tahini yet!). Whisking almost constantly, bring the mixture to a boil over medium heat and continue cooking for about 2 minutes (it will be very foamy — that’s normal and good). Remove from heat, add the tahini, and whisk until well combined and thickened.', 'Pour tahini mixture into the prepared pan and shake the pan to spread evenly. Place in the freezer for ~1-2 hours until solidified. The caramels will be a little tender, but if too difficult to handle, place back in the freezer for ~30 minutes.', 'CHOCOLATE: Once the caramels are almost done chilling, melt the chocolate. Place the chocolate into a small microwavable bowl and microwave in 30-second intervals, stirring in between to prevent burning, until smooth and melted. You can also melt on the stovetop by adding chocolate to a small glass or metal bowl and carefully placing it over ~1 inch of simmering water in a small saucepan, then stirring until melted. Set aside to cool slightly.', 'Line a large plate (or something similar that will fit in your freezer) with parchment or wax paper and set nearby. Once the caramels have solidified, cut into ~1 inch pieces. You can enjoy them plain, but we like dunking/drizzling in the chocolate (working quickly so they don’t get too soft), and adding flaky sea salt and sesame seeds. So cute!', 'After cutting and coating in chocolate, place the caramels back in the freezer to chill for 30-45 minutes (for more firm caramels) or in the refrigerator for 2-3 hours (for soft caramels).', 'These caramels will melt at room temperature, so they need to be kept in the freezer or refrigerator until ready to enjoy! Transfer to a sealed container where they will keep for 1 month (or longer) in the freezer or up to ~2 weeks in the refrigerator.']"
Chocolate Tahini Caramels (No Candy Thermometer!),https://minimalistbaker.com/chocolate-tahini-caramels-no-candy-thermometer/,"['2Tbspvegan butter(we likeMiyoko’s// dairy butter would also work if not vegan/dairy-free)', '1/3cupmaple syrup', '1tspvanilla extract', '1/2tspfine sea salt', '2/3cuptahini(creamy, drippy // find our tahini reviewhere)', '1cupdark chocolate, chopped(use less if drizzling vs. dunking // they’re delicious without chocolate, too! // chocolate chips also work, ensure dairy-free as needed)', 'Flaky sea salt', 'Sesame seeds']","['Line a loaf pan (or another small-ish rectangular container) with parchment paper. We used an 8 x 4-inch loaf pan.', 'In a small saucepan, combine the vegan butter, maple syrup, vanilla extract, and sea salt (don’t add the tahini yet!). Whisking almost constantly, bring the mixture to a boil over medium heat and continue cooking for about 2 minutes (it will be very foamy — that’s normal and good). Remove from heat, add the tahini, and whisk until well combined and thickened.', 'Pour tahini mixture into the prepared pan and shake the pan to spread evenly. Place in the freezer for ~1-2 hours until solidified. The caramels will be a little tender, but if too difficult to handle, place back in the freezer for ~30 minutes.', 'CHOCOLATE: Once the caramels are almost done chilling, melt the chocolate. Place the chocolate into a small microwavable bowl and microwave in 30-second intervals, stirring in between to prevent burning, until smooth and melted. You can also melt on the stovetop by adding chocolate to a small glass or metal bowl and carefully placing it over ~1 inch of simmering water in a small saucepan, then stirring until melted. Set aside to cool slightly.', 'Line a large plate (or something similar that will fit in your freezer) with parchment or wax paper and set nearby. Once the caramels have solidified, cut into ~1 inch pieces. You can enjoy them plain, but we like dunking/drizzling in the chocolate (working quickly so they don’t get too soft), and adding flaky sea salt and sesame seeds. So cute!', 'After cutting and coating in chocolate, place the caramels back in the freezer to chill for 30-45 minutes (for more firm caramels) or in the refrigerator for 2-3 hours (for soft caramels).', 'These caramels will melt at room temperature, so they need to be kept in the freezer or refrigerator until ready to enjoy! Transfer to a sealed container where they will keep for 1 month (or longer) in the freezer or up to ~2 weeks in the refrigerator.']"
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=gluten-free,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=vegan,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=vegetarian,[],[]
Unknown,https://minimalistbaker.com/recipe-index/?fwp_special-diet=dairy-free,[],[]
Chocolate Pecan Shortbread Cookies (Vegan + GF),https://minimalistbaker.com/chocolate-pecan-shortbread-cookies-vegan-gf/,"['1/2cupsalted vegan butter*, softened(we usedMiyoko’s// dairy butter would work if not vegan/dairy-free)', '1/3cupcane sugar*(ensure organic for vegan-friendly)', '1/2tspvanilla extract', '1heaping cupMB 1:1 GF Blend(1 heaping cup = 1 cup + 2 Tbsp // see notes for all-purpose flour*)', '1/4tspsea salt', '1/3cupdark chocolate, finely chopped(we likeHu Kitchen Simple)', '1/3cupraw pecans, finely chopped']","['Preheat the oven to 350 degrees F (176 C) and line a baking sheet with parchment paper.', 'In a medium mixing bowl, cream the softened butter with the sugar using anelectric hand mixer(or a whisk plus some elbow grease) until light and fluffy — about 1 minute. Add the vanilla extract and mix briefly to combine.', 'Add the gluten-free flour blend along with the salt and mix until the dough comes together — it should be pale, clumpy, and soft when you touch it. If it’s sticky, add 1-2 tablespoons more flour. Add the chocolate and pecans and mix or stir to distribute.', 'Place the dough onto a large piece of parchment paper (or plastic wrap or wax paper) and roll into a tight log, ~2 inches thick. Refrigerate for 30 minutes. Then, using a sharp knife, slice the cookies into slightly less than 1/2-inch discs and place on the parchment-lined baking sheet. They won’t spread much at all, so they should all fit on one baking sheet.', 'Bake for 14-17 minutes, until the cookies look dry and are just starting to turn golden on the edges. Let cool for at least 10 minutes before enjoying!', 'Leftover cookies keep for 2-3 days at room temperature or 1 month (or longer) in the freezer.']"
